ID_Cliente;Nome;Sexo;Idade; Renda_Mensal ;Data_Cadastro;Estado_Civil
6383;Heloísa Costa;F;50;1898.42;2022-08-07 00:00:00+00:00;Divorciado
6384;Samuel Cavalcanti;F;68;19522.97;2024-10-11 00:00:00+00:00;Solteiro
6385;Lara Cardoso;M;29;11470.5;2025-12-20 00:00:00+00:00;Divorciado
6386;Otávio Nogueira;M;73;14505.83;2025-04-06 00:00:00+00:00;Solteiro
6387;Sr. Marcelo da Mota;M;69;8445.43;2023-01-19 00:00:00+00:00;Divorciado
6388;Enrico da Paz;F;54;24251.82;2025-06-01 00:00:00+00:00;Casado
6389;Yasmin Jesus;F;29;3990.43;2024-11-21 00:00:00+00:00;Solteiro
6390;Mariane Gonçalves;F;35;12211.14;2022-01-16 00:00:00+00:00;Divorciado
6391;Dra. Esther Carvalho;M;25;4995.84;2021-08-08 00:00:00+00:00;Casado
6392;Ana Clara Costa;M;31;2562.83;2023-07-18 00:00:00+00:00;Divorciado
6393;Srta. Alice Porto;M;46;19919.92;2022-09-15 00:00:00+00:00;Solteiro
6394;Luana Rezende;F;72;8690.2;2026-02-12 00:00:00+00:00;Divorciado
6395;Eduarda Nunes;M;19;11065.22;2025-04-02 00:00:00+00:00;Solteiro
6396;Gustavo Henrique Duarte;no value;28;22068.25;2023-07-07 00:00:00+00:00;Solteiro
6397;Gabriela Gonçalves;F;0;3505.36;2023-04-20 00:00:00+00:00;Solteiro
6398;Dr. Diego Castro;M;66;8907.73;2022-10-13 00:00:00+00:00;Solteiro
6399;Clarice da Paz;M;22;6324.83;2026-04-06 00:00:00+00:00;Casado
6400;Marcela Teixeira;M;71;15402.75;2025-10-18 00:00:00+00:00;Solteiro
6401;Juan da Rocha;F;23;0.0;2025-08-01 00:00:00+00:00;Solteiro
6402;Enzo Gabriel da Paz;M;75;12884.07;2025-05-13 00:00:00+00:00;Solteiro
6403;Sra. Lara Pinto;M;45;18712.54;2024-12-31 00:00:00+00:00;Solteiro
6404;Rafaela Pereira;M;31;9825.59;2021-11-15 00:00:00+00:00;Solteiro
6405;Yuri da Cunha;F;22;2048.88;2024-07-03 00:00:00+00:00;Divorciado
6406;Maria Luiza Aragão;M;74;22485.88;2022-11-09 00:00:00+00:00;Divorciado
6407;Maitê Castro;M;32;16849.13;2021-09-19 00:00:00+00:00;Solteiro
6408;Ana Clara da Luz;M;36;24416.04;2025-11-17 00:00:00+00:00;Casado
6409;Sophia Rocha;F;44;9230.93;2025-03-29 00:00:00+00:00;Solteiro
6410;Leandro Farias;F;48;7815.22;2024-06-01 00:00:00+00:00;Solteiro
6411;João Vitor Jesus;M;62;1477.6;2023-05-23 00:00:00+00:00;Divorciado
6412;Luana Azevedo;F;41;2242.43;2025-03-20 00:00:00+00:00;Divorciado
6413;Daniela Correia;F;43;9832.81;2022-10-07 00:00:00+00:00;Solteiro
6414;Rafaela Alves;F;73;21242.85;2022-07-13 00:00:00+00:00;Divorciado
6415;Pedro da Mata;F;73;18880.77;2023-03-08 00:00:00+00:00;Divorciado
6416;Isabelly Sales;M;26;6283.89;2023-08-30 00:00:00+00:00;Solteiro
6417;Bruna Correia;M;43;18910.28;2026-03-04 00:00:00+00:00;Divorciado
6418;Felipe Souza;F;39;4055.63;2022-01-01 00:00:00+00:00;Divorciado
6419;Amanda Cardoso;F;48;16289.14;2024-02-03 00:00:00+00:00;Solteiro
6420;Emanuella Ribeiro;M;60;4659.74;2025-08-28 00:00:00+00:00;Divorciado
6421;Emanuella Almeida;M;64;15577.47;2022-09-08 00:00:00+00:00;Casado
6422;Mariana Melo;F;68;0.0;2021-08-14 00:00:00+00:00;Solteiro
6423;Sarah Fernandes;F;23;22376.44;2022-07-29 00:00:00+00:00;Solteiro
6424;Anthony Alves;F;42;19099.52;2023-11-05 00:00:00+00:00;Solteiro
6425;Vitória da Costa;F;25;17532.23;2025-03-12 00:00:00+00:00;Divorciado
6426;Ian Barros;M;73;0.0;2022-05-29 00:00:00+00:00;Divorciado
6427;Benício Campos;M;21;4654.51;2024-09-27 00:00:00+00:00;Divorciado
6428;Maria Eduarda Almeida;F;37;12397.21;2026-02-05 00:00:00+00:00;Casado
6429;Evelyn Rezende;F;62;4508.15;2023-01-03 00:00:00+00:00;Casado
6430;Davi Lucas da Rocha;M;54;0.0;2025-05-25 00:00:00+00:00;Solteiro
6431;Raul Dias;F;63;11448.43;2022-11-04 00:00:00+00:00;Casado
6432;Olivia Ramos;M;46;8235.32;2024-08-24 00:00:00+00:00;Casado
6433;Dra. Cecília Rodrigues;F;28;9187.9;2023-08-20 00:00:00+00:00;Solteiro
6434;Isadora Duarte;M;46;11226.02;2022-11-18 00:00:00+00:00;Solteiro
6435;Isabel Pereira;M;49;10005.44;2024-11-21 00:00:00+00:00;Divorciado
6436;Sr. João Felipe Melo;F;57;2060.9;2022-03-07 00:00:00+00:00;Divorciado
6437;Theo Nogueira;M;57;6059.15;2023-06-24 00:00:00+00:00;Divorciado
6438;Pedro Miguel Carvalho;M;66;23028.32;2022-09-21 00:00:00+00:00;Divorciado
6439;Emanuel da Rosa;F;45;23862.91;2025-07-01 00:00:00+00:00;Solteiro
6440;Ana da Luz;F;42;7811.08;2022-02-23 00:00:00+00:00;Casado
6441;Miguel da Mata;F;53;20634.98;2026-04-15 00:00:00+00:00;Casado
6442;Maysa Farias;F;21;18923.36;2024-02-01 00:00:00+00:00;Solteiro
6443;Vitória da Luz;M;68;24623.96;2022-01-26 00:00:00+00:00;Divorciado
6444;Luiz Henrique Gomes;M;74;15006.93;2024-09-27 00:00:00+00:00;Solteiro
6445;Rodrigo Duarte;F;58;9171.73;2022-05-01 00:00:00+00:00;Solteiro
6446;Bianca Dias;F;61;9138.8;2023-02-28 00:00:00+00:00;Solteiro
6447;Eloah Freitas;F;39;21022.56;2026-01-02 00:00:00+00:00;Solteiro
6448;Maria Sophia Pinto;M;67;9503.56;2024-03-21 00:00:00+00:00;Divorciado
6449;Rebeca Peixoto;M;0;21688.69;2023-01-03 00:00:00+00:00;Solteiro
6450;Srta. Maria Luiza Viana;M;64;17163.71;2025-10-13 00:00:00+00:00;Solteiro
6451;Pedro Henrique das Neves;F;19;3689.56;2023-06-21 00:00:00+00:00;Casado
6452;Luiz Fernando Araújo;M;62;17589.41;2025-07-20 00:00:00+00:00;Solteiro
6453;Thomas Oliveira;F;18;0.0;2024-11-23 00:00:00+00:00;Solteiro
6454;Davi Lucas Cunha;F;36;24323.04;2022-12-15 00:00:00+00:00;Casado
6455;Agatha da Mata;F;55;23660.06;2025-12-17 00:00:00+00:00;Solteiro
6456;Alexia da Costa;F;48;6132.79;2023-01-25 00:00:00+00:00;Divorciado
6457;Esther Nunes;F;65;20263.45;2021-07-10 00:00:00+00:00;Casado
6458;Fernanda Viana;F;57;5091.28;2021-12-30 00:00:00+00:00;Casado
6459;Ana Clara Moreira;F;31;5184.1;2025-05-13 00:00:00+00:00;Casado
6460;Maysa Sales;M;54;17069.28;2026-02-24 00:00:00+00:00;Solteiro
6461;Kaique Fogaça;M;34;0.0;2025-02-16 00:00:00+00:00;Solteiro
6462;Ana Vitória Nascimento;M;27;23793.93;2025-02-27 00:00:00+00:00;Divorciado
6463;Gabriel Vieira;F;20;23396.05;2025-05-21 00:00:00+00:00;Divorciado
6464;Maitê Nunes;M;28;17400.85;2021-09-01 00:00:00+00:00;Solteiro
6465;Dra. Bianca Costa;F;64;0.0;2023-03-15 00:00:00+00:00;Casado
6466;Dra. Caroline Martins;M;51;24888.14;2021-05-26 00:00:00+00:00;Solteiro
6467;Dr. Yago da Rosa;F;63;4039.81;2022-10-02 00:00:00+00:00;Casado
6468;Luiz Miguel Barbosa;M;65;24971.61;2023-11-21 00:00:00+00:00;Casado
6469;Bruno Sales;M;34;12178.07;2022-11-26 00:00:00+00:00;Casado
6470;Clara Caldeira;F;25;7877.58;2021-06-17 00:00:00+00:00;Casado
6471;Ana Carolina Campos;F;46;22684.57;2025-02-04 00:00:00+00:00;Solteiro
6472;Sr. Carlos Eduardo Jesus;no value;55;5391.74;2024-08-14 00:00:00+00:00;Casado
6473;Camila Aragão;F;32;14261.89;2021-08-12 00:00:00+00:00;Solteiro
6474;Stephany Correia;M;0;10089.83;2022-10-03 00:00:00+00:00;Casado
6475;Thomas Peixoto;F;75;2830.99;2022-03-17 00:00:00+00:00;Divorciado
6476;Ana Lívia Almeida;F;36;23762.49;2024-02-03 00:00:00+00:00;Divorciado
6477;Alice Silveira;M;47;6084.37;2023-07-04 00:00:00+00:00;Divorciado
6478;Emanuel Farias;F;31;19385.6;2025-07-18 00:00:00+00:00;Casado
6479;Laura Lima;M;51;3232.15;2026-02-17 00:00:00+00:00;Casado
6480;Lucca da Luz;M;51;0.0;2022-09-10 00:00:00+00:00;Solteiro
6481;Erick Aragão;M;35;14710.93;2023-04-14 00:00:00+00:00;Divorciado
6482;Marcelo da Luz;M;64;12559.2;2025-05-13 00:00:00+00:00;Divorciado
6483;Sra. Bianca Rodrigues;M;74;6766.01;2022-02-28 00:00:00+00:00;Divorciado
6484;Ryan Lima;F;69;17755.05;2022-01-17 00:00:00+00:00;Divorciado
6485;Dra. Fernanda Sales;M;60;14995.42;2021-06-02 00:00:00+00:00;Casado
6486;Rebeca Nunes;M;23;0.0;2023-04-18 00:00:00+00:00;Casado
6487;Sophia Castro;no value;22;22950.1;2024-12-02 00:00:00+00:00;Casado
6488;Sra. Nina Cunha;F;37;15428.78;2024-12-18 00:00:00+00:00;Solteiro
6489;Alana da Conceição;F;51;0.0;2023-10-09 00:00:00+00:00;Solteiro
6490;Luiz Felipe da Rosa;F;48;13981.24;2024-11-29 00:00:00+00:00;Solteiro
6491;Manuela Cunha;M;56;16625.24;2023-01-26 00:00:00+00:00;Casado
6492;Sr. Thomas Nunes;M;67;14436.55;2022-03-17 00:00:00+00:00;Solteiro
6493;Sophia Martins;M;35;11331.63;2025-11-24 00:00:00+00:00;Casado
6494;Laís Lima;F;55;13494.67;2023-06-17 00:00:00+00:00;Solteiro
6495;Evelyn Peixoto;F;28;16249.68;2024-10-06 00:00:00+00:00;Divorciado
6496;Lorena Monteiro;F;69;0.0;2021-07-23 00:00:00+00:00;Solteiro
6497;Alexandre Gomes;F;53;1898.73;2023-09-28 00:00:00+00:00;Divorciado
6498;Kevin Novaes;M;35;17949.35;2025-03-02 00:00:00+00:00;Solteiro
6499;Luiz Miguel Correia;F;36;11613.05;2024-06-13 00:00:00+00:00;Solteiro
6500;Erick Barros;M;36;14254.28;2022-08-01 00:00:00+00:00;Casado
6501;Maria Luiza Duarte;F;52;16587.66;2024-10-20 00:00:00+00:00;Divorciado
6502;Srta. Joana Duarte;M;0;11960.03;2022-12-05 00:00:00+00:00;Casado
6503;Isis Alves;F;58;2777.16;2025-03-11 00:00:00+00:00;Solteiro
6504;Igor da Rocha;F;41;19587.99;2021-09-13 00:00:00+00:00;Casado
6505;Marcos Vinicius Melo;M;74;11081.96;2025-08-09 00:00:00+00:00;Divorciado
6506;Helena Silva;F;44;19789.14;2026-05-11 00:00:00+00:00;Divorciado
6507;Dr. Luiz Felipe da Mata;F;63;13004.02;2024-12-04 00:00:00+00:00;Divorciado
6508;Maitê das Neves;F;50;6762.38;2023-02-06 00:00:00+00:00;Solteiro
6509;Pedro Moraes;M;46;8140.96;2024-02-06 00:00:00+00:00;Divorciado
6510;Isadora Moreira;F;20;0.0;2022-09-22 00:00:00+00:00;Casado
6511;Rafaela Rezende;F;49;16442.27;2024-11-10 00:00:00+00:00;Solteiro
6512;Vinicius Rezende;F;68;24038.58;2022-08-19 00:00:00+00:00;Divorciado
6513;Alexandre da Luz;M;64;1280.15;2023-05-12 00:00:00+00:00;Solteiro
6514;Pedro Lucas Araújo;F;18;6502.48;2023-07-05 00:00:00+00:00;Divorciado
6515;João Guilherme Silva;M;49;7279.98;2025-10-01 00:00:00+00:00;Divorciado
6516;Kevin da Conceição;M;50;18601.4;2026-04-23 00:00:00+00:00;Casado
6517;Davi Luiz Silva;M;57;0.0;2023-01-19 00:00:00+00:00;Casado
6518;Levi Novaes;M;57;20018.73;2024-12-13 00:00:00+00:00;Divorciado
6519;Stephany Aragão;M;61;12408.58;2023-11-28 00:00:00+00:00;Casado
6520;Pedro Henrique Porto;M;74;23583.23;2023-07-14 00:00:00+00:00;Casado
6521;Murilo Carvalho;F;31;0.0;2025-10-02 00:00:00+00:00;Divorciado
6522;Francisco da Paz;F;60;19007.52;2023-11-26 00:00:00+00:00;Solteiro
6523;Luiz Fernando Azevedo;F;38;12596.51;2022-12-14 00:00:00+00:00;Divorciado
6524;Ana da Paz;M;21;14819.41;2023-08-28 00:00:00+00:00;Solteiro
6525;Lorena Lima;M;44;22110.77;2022-04-23 00:00:00+00:00;Divorciado
6526;Laura Melo;M;46;10207.5;2025-09-06 00:00:00+00:00;Solteiro
6527;Dr. Augusto da Paz;F;42;15499.66;2022-07-31 00:00:00+00:00;Divorciado
6528;Ryan Carvalho;M;66;17633.27;2025-05-06 00:00:00+00:00;Casado
6529;Bianca Correia;F;72;0.0;2025-10-16 00:00:00+00:00;Casado
6530;Gabriel Farias;F;0;24988.58;2022-09-05 00:00:00+00:00;Casado
6531;Theo Almeida;M;70;16185.6;2023-07-16 00:00:00+00:00;Divorciado
6532;Theo Freitas;F;64;2394.26;2026-04-02 00:00:00+00:00;Divorciado
6533;Gabriel Moura;M;50;0.0;2023-02-20 00:00:00+00:00;Casado
6534;Anthony da Paz;M;30;11173.06;2025-04-22 00:00:00+00:00;Solteiro
6535;Sra. Ana Sophia da Cruz;M;26;20287.51;2024-04-29 00:00:00+00:00;Casado
6536;Lara da Costa;F;57;2545.25;2023-04-19 00:00:00+00:00;Solteiro
6537;João Vitor Vieira;M;56;16588.23;2023-06-23 00:00:00+00:00;Casado
6538;Gabriela Almeida;M;23;20027.71;2021-09-17 00:00:00+00:00;Casado
6539;Carlos Eduardo Peixoto;F;56;15737.76;2023-07-02 00:00:00+00:00;Solteiro
6540;Ian Sales;F;68;21476.3;2025-09-10 00:00:00+00:00;Divorciado
6541;Yuri das Neves;M;44;9493.3;2022-06-08 00:00:00+00:00;Divorciado
6542;Benício Martins;F;24;24164.94;2023-02-20 00:00:00+00:00;Solteiro
6543;Stephany Gomes;F;42;24923.12;2024-12-11 00:00:00+00:00;Divorciado
6544;Heloísa Aragão;M;65;4261.15;2025-02-23 00:00:00+00:00;Solteiro
6545;Luna da Conceição;F;23;15226.61;2026-04-09 00:00:00+00:00;Casado
6546;Gabriela Cardoso;M;69;4345.91;2023-09-25 00:00:00+00:00;Divorciado
6547;Vitória Freitas;M;52;17975.74;2024-10-11 00:00:00+00:00;Divorciado
6548;Gabriel Araújo;M;42;21202.83;2024-07-18 00:00:00+00:00;Casado
6549;Antônio Almeida;F;42;12788.32;2022-10-19 00:00:00+00:00;Divorciado
6550;Manuela Monteiro;F;56;21944.4;2021-10-10 00:00:00+00:00;Divorciado
6551;Srta. Kamilly Silveira;M;37;4108.41;2026-03-17 00:00:00+00:00;Divorciado
6552;Maria Sophia Cardoso;F;57;2459.94;2023-08-14 00:00:00+00:00;Casado
6553;Alana Lopes;F;21;11975.01;2025-01-26 00:00:00+00:00;Casado
6554;Milena da Cunha;F;22;2649.71;2021-09-22 00:00:00+00:00;Casado
6555;Maria Eduarda Fogaça;F;35;22734.97;2024-08-25 00:00:00+00:00;Casado
6556;Isabel Gonçalves;M;34;10287.55;2023-05-23 00:00:00+00:00;Solteiro
6557;Maria Julia Gonçalves;M;32;8676.68;2025-01-05 00:00:00+00:00;Divorciado
6558;Dr. Felipe Nogueira;no value;53;16721.75;2024-09-05 00:00:00+00:00;Casado
6559;Bryan Santos;F;40;1899.79;2023-03-20 00:00:00+00:00;Solteiro
6560;Calebe Cardoso;M;38;10569.82;2022-09-26 00:00:00+00:00;Casado
6561;Davi Luiz Silveira;F;62;19563.28;2022-05-25 00:00:00+00:00;Divorciado
6562;Raul Moraes;F;67;12680.82;2023-11-26 00:00:00+00:00;Divorciado
6563;Maria Sophia Peixoto;F;22;10809.35;2023-07-16 00:00:00+00:00;Solteiro
6564;Sra. Juliana da Conceição;M;33;1446.35;2021-12-28 00:00:00+00:00;Solteiro
6565;Heloísa da Mata;F;37;1847.98;2025-05-16 00:00:00+00:00;Casado
6566;Gustavo das Neves;F;46;1921.5;2025-11-19 00:00:00+00:00;Casado
6567;João Gabriel Cardoso;M;70;7309.64;2025-02-25 00:00:00+00:00;Divorciado
6568;Danilo Mendes;F;42;5255.21;2025-03-13 00:00:00+00:00;Divorciado
6569;Murilo Barros;M;75;0.0;2021-08-04 00:00:00+00:00;Divorciado
6570;Luiz Henrique Viana;M;70;1646.95;2023-12-31 00:00:00+00:00;Solteiro
6571;Isaac Freitas;F;43;0.0;2021-12-27 00:00:00+00:00;Divorciado
6572;Antônio Viana;M;74;6399.79;2023-01-08 00:00:00+00:00;Solteiro
6573;Sra. Marina Nogueira;M;35;22437.74;2023-06-27 00:00:00+00:00;Solteiro
6574;Luiza Cunha;F;62;20276.26;2022-05-04 00:00:00+00:00;Casado
6575;Emilly Souza;M;48;11887.75;2024-10-13 00:00:00+00:00;Divorciado
6576;Maria Alice Nunes;M;32;6888.75;2022-11-11 00:00:00+00:00;Casado
6577;Dr. Lucas Moreira;M;19;3429.56;2024-10-28 00:00:00+00:00;Casado
6578;Ana Julia Fogaça;F;23;11057.22;2026-01-10 00:00:00+00:00;Divorciado
6579;Evelyn da Paz;F;21;18606.31;2022-11-17 00:00:00+00:00;Casado
6580;Dr. Vitor Hugo Oliveira;M;58;16684.37;2022-04-28 00:00:00+00:00;Casado
6581;Dra. Carolina da Cunha;F;70;4545.17;2024-10-31 00:00:00+00:00;Casado
6582;Thiago Moraes;F;36;11421.82;2023-09-04 00:00:00+00:00;Solteiro
6583;Luiz Henrique Souza;F;65;24495.98;2025-05-02 00:00:00+00:00;Casado
6584;Maitê da Luz;M;22;21970.01;2026-03-18 00:00:00+00:00;Divorciado
6585;Srta. Juliana da Rosa;M;75;8341.82;2024-08-06 00:00:00+00:00;Solteiro
6586;Pietro Cunha;F;70;5487.99;2023-04-12 00:00:00+00:00;Divorciado
6587;Davi da Paz;F;69;19001.09;2023-10-04 00:00:00+00:00;Solteiro
6588;Juan Cunha;M;68;23984.97;2024-09-05 00:00:00+00:00;Divorciado
6589;Igor Nogueira;M;33;18787.54;2023-05-05 00:00:00+00:00;Casado
6590;Maitê Nogueira;M;0;21892.75;2024-08-21 00:00:00+00:00;Casado
6591;Emanuelly Gonçalves;M;60;7398.39;2022-07-16 00:00:00+00:00;Casado
6592;Ana Lívia Duarte;F;22;4321.13;2024-09-14 00:00:00+00:00;Casado
6593;Maria Alice da Mota;M;24;16056.82;2021-12-16 00:00:00+00:00;Divorciado
6594;Maria Fernanda Martins;F;27;9011.07;2022-12-01 00:00:00+00:00;Solteiro
6595;Maysa da Mata;F;32;24188.91;2026-02-12 00:00:00+00:00;Divorciado
6596;Catarina Moura;M;53;0.0;2024-10-01 00:00:00+00:00;Casado
6597;Enzo Peixoto;M;67;22882.14;2023-09-05 00:00:00+00:00;Solteiro
6598;Evelyn Lopes;F;53;13016.94;2024-02-08 00:00:00+00:00;Solteiro
6599;Maysa da Rocha;M;72;2103.11;2022-01-18 00:00:00+00:00;Casado
6600;Dr. Enzo Gabriel da Mota;M;65;16021.57;2022-01-09 00:00:00+00:00;Casado
6601;Evelyn Oliveira;F;63;9439.37;2024-04-02 00:00:00+00:00;Divorciado
6602;Kamilly Dias;F;56;13048.25;2023-09-03 00:00:00+00:00;Casado
6603;Alícia da Mata;M;71;24624.1;2024-05-23 00:00:00+00:00;Solteiro
6604;Vicente Pires;M;22;1901.73;2023-11-23 00:00:00+00:00;Divorciado
6605;Isadora Costa;F;66;11789.09;2024-06-14 00:00:00+00:00;Casado
6606;Sr. João Pedro da Cruz;M;61;21346.27;2024-05-19 00:00:00+00:00;Casado
6607;Sra. Agatha Barbosa;M;0;11807.61;2026-04-28 00:00:00+00:00;Solteiro
6608;Antônio Nogueira;F;70;9800.51;2023-06-16 00:00:00+00:00;Divorciado
6609;Gustavo Nascimento;F;66;20084.58;2021-06-17 00:00:00+00:00;Divorciado
6610;Dra. Luna Jesus;F;73;11185.41;2022-07-16 00:00:00+00:00;Divorciado
6611;Vitor Gabriel Correia;M;75;6178.93;2023-10-29 00:00:00+00:00;Solteiro
6612;Benjamin Pinto;F;40;13585.69;2025-10-05 00:00:00+00:00;Casado
6613;Juan da Cruz;M;20;0.0;2023-03-27 00:00:00+00:00;Divorciado
6614;Rodrigo Barbosa;M;74;0.0;2025-12-22 00:00:00+00:00;Casado
6615;Calebe Fernandes;F;52;7183.22;2024-06-21 00:00:00+00:00;Casado
6616;Júlia Martins;F;0;22527.42;2024-09-02 00:00:00+00:00;Casado
6617;Sr. Guilherme Cavalcanti;F;23;22832.43;2024-10-04 00:00:00+00:00;Divorciado
6618;Isabelly Rodrigues;M;21;19223.5;2023-06-16 00:00:00+00:00;Casado
6619;João Felipe Correia;M;65;10595.88;2025-04-01 00:00:00+00:00;Divorciado
6620;Francisco Caldeira;F;44;16962.44;2022-02-09 00:00:00+00:00;Casado
6621;Sr. Augusto Azevedo;M;40;5554.22;2022-08-13 00:00:00+00:00;Casado
6622;Dr. Lucca Vieira;M;52;7101.57;2022-03-30 00:00:00+00:00;Divorciado
6623;Srta. Catarina Barbosa;M;22;18728.95;2022-08-31 00:00:00+00:00;Solteiro
6624;Sr. Luiz Felipe Moura;F;28;24742.25;2026-03-19 00:00:00+00:00;Solteiro
6625;Sr. Bernardo da Luz;F;74;10185.69;2025-04-10 00:00:00+00:00;Divorciado
6626;Alícia Almeida;M;69;8263.0;2022-02-10 00:00:00+00:00;Divorciado
6627;Brenda Moraes;M;31;4310.74;2023-02-21 00:00:00+00:00;Casado
6628;Sr. Benjamin Barros;F;25;0.0;2025-10-16 00:00:00+00:00;Solteiro
6629;Lucas Gabriel Moura;M;49;22807.72;2022-03-21 00:00:00+00:00;Divorciado
6630;Murilo Novaes;M;52;4005.5;2021-06-27 00:00:00+00:00;Solteiro
6631;Gustavo Henrique da Costa;F;48;15971.55;2021-07-28 00:00:00+00:00;Divorciado
6632;Maria Luiza Farias;F;21;18689.42;2022-04-15 00:00:00+00:00;Casado
6633;Pedro Miguel Correia;F;52;16189.11;2026-01-03 00:00:00+00:00;Casado
6634;Igor Santos;M;69;18609.78;2024-02-17 00:00:00+00:00;Casado
6635;Maria Nogueira;F;67;12843.05;2026-04-21 00:00:00+00:00;Divorciado
6636;Matheus Ribeiro;M;65;20825.87;2024-12-14 00:00:00+00:00;Casado
6637;Esther da Rosa;F;28;6369.65;2021-10-04 00:00:00+00:00;Solteiro
6638;Dr. Enzo Gabriel Barros;M;34;22072.05;2023-11-17 00:00:00+00:00;Solteiro
6639;Dra. Bárbara Cavalcanti;F;72;1968.21;2022-04-30 00:00:00+00:00;Solteiro
6640;Srta. Isabella Pereira;F;34;11830.77;2022-09-09 00:00:00+00:00;Solteiro
6641;Maitê Cardoso;F;68;18131.82;2026-04-16 00:00:00+00:00;Casado
6642;Eloah Pinto;F;72;20682.62;2023-08-12 00:00:00+00:00;Divorciado
6643;Sra. Rafaela da Conceição;M;23;12497.86;2022-04-18 00:00:00+00:00;Solteiro
6644;Vitor Gabriel Melo;M;52;19446.79;2025-12-25 00:00:00+00:00;Solteiro
6645;Gustavo Henrique Azevedo;M;52;22358.84;2025-05-11 00:00:00+00:00;Divorciado
6646;Luiz Henrique Gomes;M;67;9942.58;2024-05-09 00:00:00+00:00;Solteiro
6647;Maria Alice da Mata;F;38;17417.76;2026-05-08 00:00:00+00:00;Casado
6648;Stephany Aragão;F;24;17916.36;2022-09-01 00:00:00+00:00;Divorciado
6649;Maitê da Mata;F;44;22627.16;2026-01-05 00:00:00+00:00;Solteiro
6650;Gabriela Teixeira;F;48;6007.04;2025-05-18 00:00:00+00:00;Divorciado
6651;Enrico Pereira;M;43;13912.33;2023-04-20 00:00:00+00:00;Divorciado
6652;Ana Silva;F;24;8121.63;2022-09-30 00:00:00+00:00;Solteiro
6653;Maria Costela;F;30;16331.96;2023-09-08 00:00:00+00:00;Casado
6654;Maria Eduarda das Neves;F;42;14013.17;2025-08-22 00:00:00+00:00;Divorciado
6655;Maria Cecília Costa;M;61;20945.14;2024-12-28 00:00:00+00:00;Casado
6656;Kevin Cardoso;M;64;5033.84;2022-01-03 00:00:00+00:00;Divorciado
6657;Lorenzo Azevedo;M;0;7507.92;2022-09-14 00:00:00+00:00;Divorciado
6658;Lavínia Vieira;M;61;11669.51;2024-02-15 00:00:00+00:00;Divorciado
6659;Clarice Correia;M;57;15716.12;2022-12-09 00:00:00+00:00;Casado
6660;Rebeca Carvalho;M;21;16681.9;2023-06-22 00:00:00+00:00;Casado
6661;Cauê Rocha;F;22;17908.03;2026-01-11 00:00:00+00:00;Casado
6662;Rafael da Luz;F;61;17496.45;2021-07-10 00:00:00+00:00;Solteiro
6663;Sra. Gabriela Moraes;M;43;4191.78;2024-11-29 00:00:00+00:00;Divorciado
6664;Sofia Monteiro;M;45;5607.38;2024-10-27 00:00:00+00:00;Divorciado
6665;Carolina Lopes;F;0;2474.96;2022-09-25 00:00:00+00:00;Solteiro
6666;Nina Duarte;F;23;16405.93;2022-07-29 00:00:00+00:00;Solteiro
6667;Benjamin Cavalcanti;M;44;7142.35;2025-05-26 00:00:00+00:00;Casado
6668;Dr. Bryan Pereira;F;46;15849.88;2024-06-01 00:00:00+00:00;Solteiro
6669;Guilherme Souza;F;24;17951.2;2025-11-14 00:00:00+00:00;Casado
6670;Ana Peixoto;F;33;1690.06;2024-02-24 00:00:00+00:00;Casado
6671;Enrico Silveira;M;26;10501.98;2024-01-21 00:00:00+00:00;Solteiro
6672;Maitê da Cruz;M;55;21395.14;2022-08-12 00:00:00+00:00;Solteiro
6673;Thomas Pereira;M;53;8629.63;2024-09-17 00:00:00+00:00;Casado
6674;Sra. Maria Julia Souza;F;75;6096.44;2021-07-03 00:00:00+00:00;Solteiro
6675;Thiago Gomes;M;60;19491.44;2024-01-21 00:00:00+00:00;Divorciado
6676;Rafael da Cruz;F;18;7295.31;2021-09-03 00:00:00+00:00;Solteiro
6677;Sra. Maria Clara da Costa;F;47;11322.75;2024-08-27 00:00:00+00:00;Divorciado
6678;Eloah Gonçalves;F;51;20198.99;2024-12-13 00:00:00+00:00;Solteiro
6679;Isabella Almeida;M;47;3682.63;2022-11-07 00:00:00+00:00;Casado
6680;Gabrielly Jesus;no value;34;16489.05;2023-09-25 00:00:00+00:00;Solteiro
6681;Pedro Vieira;M;40;20372.72;2023-08-28 00:00:00+00:00;Casado
6682;Guilherme Nascimento;M;49;11100.5;2024-09-18 00:00:00+00:00;Casado
6683;Raul Carvalho;M;25;5455.45;2025-02-09 00:00:00+00:00;Casado
6684;Dra. Nina Mendes;F;56;8010.39;2024-03-05 00:00:00+00:00;Solteiro
6685;Sophia Pires;no value;41;4217.79;2024-09-10 00:00:00+00:00;Divorciado
6686;Ana Clara Jesus;M;74;9877.22;2023-02-23 00:00:00+00:00;Solteiro
6687;Dr. Juan Costela;F;37;10895.74;2023-01-24 00:00:00+00:00;Casado
6688;Sophia Lopes;M;20;16768.13;2021-05-22 00:00:00+00:00;Casado
6689;Enzo Cunha;M;58;5232.19;2023-01-04 00:00:00+00:00;Divorciado
6690;André Duarte;F;51;7159.54;2023-10-10 00:00:00+00:00;Divorciado
6691;Luiz Gustavo Silveira;M;47;12500.86;2022-06-06 00:00:00+00:00;Solteiro
6692;Bruna Ramos;no value;42;16602.76;2023-06-07 00:00:00+00:00;Casado
6693;Luiz Miguel da Cunha;M;61;11931.26;2022-09-13 00:00:00+00:00;Casado
